id,price
0,6.2021119133574
1,8.42552653927813
2,9.380009493670892
3,7.732746666666665
4,8.75082178217822
5,8.30310697674419
6,7.039493150684932
7,6.821327898550729
8,6.392807563959963
9,6.625360237388722
10,9.593475190839694
11,7.383884615384615
12,8.381774834437085
13,8.15783490566038
14,6.625360237388722
15,7.305968965517244
16,7.961649122807018
17,6.625360237388722
18,9.391579545454546
19,8.890919611307408
20,6.626555555555554
21,9.026507537688436
22,9.567417431192661
23,6.813076923076922
24,9.17960869565217
25,7.046289473684209
26,7.110396226415099
27,9.657232175502743
28,8.003891666666663
29,8.572859007832891
30,6.652843949044591
31,8.321205607476637
32,8.42552653927813
33,6.284924686192479
34,9.567417431192661
35,8.381774834437085
36,9.026507537688436
37,7.508430555555559
38,9.17960869565217
39,9.657232175502743
40,9.026507537688436
41,8.51081385281385
42,7.110396226415099
43,8.51081385281385
44,7.229105263157895
45,6.284924686192479
46,6.392807563959963
47,9.567417431192661
48,8.894422535211266
49,8.572859007832891
50,7.624764976958531
51,7.1721136363636395
52,7.768758771929828
53,7.861009562841538
54,6.965405255878283
55,6.768438307873085
56,8.890919611307408
57,9.17960869565217
58,6.625360237388722
59,6.830850877192987
60,7.183960784313722
61,8.377746014877786
62,6.625360237388722
63,7.861009562841538
64,8.15783490566038
65,7.410976999999991
66,9.17960869565217
67,8.15783490566038
68,7.85185477178424
69,8.003891666666663
70,9.593475190839694
71,6.503392857142854
72,6.625360237388722
73,7.861009562841538
74,6.652843949044591
75,6.625360237388722
76,6.625360237388722
77,9.17960869565217
78,6.651616352201255
79,7.622065830721001
80,7.85185477178424
81,6.533593253968254
82,8.21638202247191
83,6.965405255878283
84,8.321205607476637
85,6.331005747126428
86,7.448061475409831
87,7.084152317880799
88,7.861009562841538
89,8.079970149253732
90,6.533593253968254
91,8.56833333333333
92,7.033026119402979
93,6.462064516129028
94,9.04298823529412
95,8.003891666666663
96,6.625360237388722
97,7.843397260273971
98,6.608911111111106
99,6.392807563959963
100,8.890919611307408
101,6.625360237388722
102,6.625360237388722
103,9.187
104,9.47386086956522
105,8.381774834437085
106,8.377746014877786
107,8.21638202247191
108,6.768438307873085
109,6.392807563959963
110,7.448061475409831
111,8.58640707964602
112,9.657232175502743
113,6.625360237388722
114,7.410976999999991
115,6.392807563959963
116,9.11416279069768
117,7.622065830721001
118,6.768438307873085
119,8.377552581261956
120,7.410976999999991
121,6.284924686192479
122,7.861009562841538
123,8.42552653927813
124,8.42552653927813
125,7.768758771929828
126,6.284924686192479
127,8.75082178217822
128,9.04298823529412
129,8.42552653927813
130,8.377746014877786
131,6.533593253968254
132,7.861009562841538
133,6.285518624641833
134,6.651616352201255
135,9.593475190839694
136,8.003891666666663
137,7.768758771929828
138,8.195051282051278
139,7.410976999999991
140,8.280441860465116
141,7.448061475409831
142,8.67241150442478
143,6.965405255878283
144,6.392807563959963
145,9.04298823529412
146,9.657232175502743
147,6.9755
148,6.698675226586109
149,7.624764976958531
150,6.625360237388722
151,8.790825301204817
152,7.861009562841538
153,7.448061475409831
154,7.732746666666665
155,7.861009562841538
156,6.2021119133574
157,9.026507537688436
158,6.2021119133574
159,6.872819277108449
160,8.321205607476637
161,6.533593253968254
162,7.85185477178424
163,6.652843949044591
164,7.084152317880799
165,6.872819277108449
166,8.377746014877786
167,7.85185477178424
168,6.392807563959963
169,8.377552581261956
170,7.582517094017101
171,8.377746014877786
172,9.04298823529412
173,8.572859007832891
174,8.572859007832891
175,7.033026119402979
176,6.285518624641833
177,6.331005747126428
178,7.768758771929828
179,6.651616352201255
180,8.56833333333333
181,6.768438307873085
182,7.502822784810131
183,7.410976999999991
184,8.67241150442478
185,7.410976999999991
186,6.698675226586109
187,8.572859007832891
188,6.066829411764706
189,6.284924686192479
190,6.284924686192479
191,8.790825301204817
192,7.861009562841538
193,8.21638202247191
194,9.567417431192661
195,9.17960869565217
196,8.197096491228068
197,6.285518624641833
198,7.410976999999991
199,8.572859007832891
200,9.04298823529412
201,6.625360237388722
202,6.284924686192479
203,8.91577142857143
204,8.321205607476637
205,6.651616352201255
206,8.003891666666663
207,6.625360237388722
208,6.2021119133574
209,9.47386086956522
210,8.56833333333333
211,9.17960869565217
212,8.42552653927813
213,6.698675226586109
214,8.024871134020616
215,6.836500000000001
216,7.033026119402979
217,7.624764976958531
218,7.622065830721001
219,6.533593253968254
220,6.625360237388722
221,7.410976999999991
222,8.003891666666663
223,7.624764976958531
224,6.392807563959963
225,8.890919611307408
226,6.331005747126428
227,8.003891666666663
228,6.331005747126428
229,9.657232175502743
230,8.58640707964602
231,8.890919611307408
232,6.625360237388722
233,9.026507537688436
234,8.56833333333333
235,8.572859007832891
236,6.285518624641833
237,9.593475190839694
238,9.17960869565217
239,9.567417431192661
240,6.625360237388722
241,6.9755
242,7.201942446043165
243,7.861009562841538
244,9.17960869565217
245,6.284924686192479
246,8.21638202247191
247,8.377746014877786
248,8.30310697674419
249,6.768438307873085
250,6.625360237388722
251,7.861009562841538
252,6.285518624641833
253,9.391579545454546
254,9.380009493670892
255,8.572859007832891
256,6.533593253968254
257,6.285518624641833
258,9.380009493670892
259,7.622065830721001
260,6.066829411764706
261,8.572859007832891
262,6.285518624641833
263,6.965405255878283
264,8.572859007832891
265,9.04298823529412
266,6.872819277108449
267,8.67241150442478
268,6.965405255878283
269,9.26957024793389
270,8.890919611307408
271,8.800694545454542
272,7.410976999999991
273,6.965405255878283
274,7.410976999999991
275,6.625360237388722
276,7.183960784313722
277,9.567417431192661
278,8.58640707964602
279,8.890919611307408
280,7.624764976958531
281,6.625360237388722
282,7.410976999999991
283,6.965405255878283
284,6.392807563959963
285,6.768438307873085
286,6.768438307873085
287,6.821327898550729
288,6.652843949044591
289,7.85185477178424
290,6.768438307873085
291,7.624764976958531
292,9.567417431192661
293,6.625360237388722
294,6.608911111111106
295,8.56833333333333
296,6.698675226586109
297,8.572859007832891
298,8.377746014877786
299,7.110396226415099
300,8.890919611307408
301,7.1721136363636395
302,6.965405255878283
303,8.890919611307408
304,6.392807563959963
305,6.625360237388722
306,7.410976999999991
307,9.567417431192661
308,9.11416279069768
309,9.11416279069768
310,8.56833333333333
311,6.625360237388722
312,6.698675226586109
313,8.51081385281385
314,8.894422535211266
315,8.280441860465116
316,6.284924686192479
317,9.567417431192661
318,6.284924686192479
319,6.698675226586109
320,8.381774834437085
321,8.56833333333333
322,6.284924686192479
323,9.11416279069768
324,8.377746014877786
325,6.625360237388722
326,6.698675226586109
327,9.380009493670892
328,6.965405255878283
